"","SMILES","SMILESbeta","EndPt","ReadyBiodeg"
"482","Nc1ccc(c2ccccc12)S(=O)(=O)O","Nc1ccc(S(=O)(=O)O)c2ccccc12","NRB",0
"483","Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)S(=O)(=O)O)S(=O)(=O)O","Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O","NRB",0
"484","Oc1cc(cc2cc(NC(=O)Nc3ccc4c(O)cc(cc4c3)S(=O)(=O)O)ccc12)S(=O)(=O)O","O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1","NRB",0
"488","Cc1ccc(cc1)S(=O)O","Cc1ccc(S(=O)O)cc1","RB",1
"489","Cc1ccc(cc1)S(=O)(=O)Oc2ccc(cc2)N=Nc3ccc(cc3C)c4ccc(N=Nc5c(O)ccc6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)c(C)c4","Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)O)cc(S(=O)(=O)O)c56)c(C)c4)cc3C)cc2)cc1","NRB",0
"492","CCCCCCCCCCCCc1ccc(cc1)S(=O)(=O)O","CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1","RB",1
"493","OS(=O)(=O)c1cccc(c1)[N+](=O)[O-]","O=[N+]([O-])c1cccc(S(=O)(=O)O)c1","NRB",0
"494","Nc1ccc(N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4c(N)c5c(O)c(N=Nc6ccccc6)c(cc5cc4S(=O)(=O)O)S(=O)(=O)O)c(N)c1","Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1","NRB",0
"495","Oc1cccc2c(O)c(ccc12)N=Nc3cc(Cl)cc(c3O)S(=O)(=O)O","O=S(=O)(O)c1cc(Cl)cc(N=Nc2ccc3c(O)cccc3c2O)c1O","NRB",0
"496","Nc1c2C(=O)c3ccccc3C(=O)c2c(Br)cc1S(=O)(=O)O","Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O","NRB",0
"498","Cc1cc(c(N)cc1Cl)S(=O)(=O)O","Cc1cc(S(=O)(=O)O)c(N)cc1Cl","NRB",0
"501","COc1cc(ccc1N=Nc2c(O)c3c(N)cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5c(O)c6c(N)cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(OC)c4","COc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(OC)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O","NRB",0
"503","Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4cccc(c4)S(=O)(=O)CCOS(=O)(=O)O)cc1S(=O)(=O)O","Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O","NRB",0
"504","OS(=O)(=O)c1cc(ccc1Cl)[N+](=O)[O-]","O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)O)c1","NRB",0
"505","OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"507","OCS(=O)(=O)O","O=S(=O)(O)CO","RB",1
"509","Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(c4cccc(c4c3)S(=O)(=O)O)S(=O)(=O)O)c(C)c2)ccc1N=Nc5cc(c6cccc(c6c5)S(=O)(=O)O)S(=O)(=O)O","Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1","NRB",0
"511","Nc1c(N=Nc2ccc(cc2)S(=O)(=O)CCOS(=O)(=O)O)c(cc3cc(c(N=Nc4ccc(cc4)S(=O)(=O)CCOS(=O)(=O)O)c(O)c13)S(=O)(=O)O)S(=O)(=O)O","Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c12","NRB",0
"517","C=CC1CCC2OC2C1","C=CC1CCC2OC2C1","NRB",0
"520","COC(C)(C)CC(=O)C","COC(C)(C)CC(C)=O","NRB",0
"521","CC(=CC(=O)C)C","CC(=O)C=C(C)C","RB",1
"522","CC(=C)C(=O)O","C=C(C)C(=O)O","RB",1
"523","CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C","C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C","RB",1
"525","CC(C)(C)c1ccc(cc1)C(=O)O","CC(C)(C)c1ccc(C(=O)O)cc1","NRB",0
"529","COC(C)(C)CCOC(=O)C","COC(C)(C)CCOC(C)=O","RB",1
"530","CC(=CCCC(C)(O)C=C)C","C=CC(C)(O)CCC=C(C)C","RB",1
"532","CC(C)(C)OOC(C)(C)c1cccc(c1)C(C)(C)OOC(C)(C)C","CC(C)(C)OOC(C)(C)c1cccc(C(C)(C)OOC(C)(C)C)c1","NRB",0
"534","CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]","CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]","NRB",0
"538","Nc1ccc(cc1Cl)[N+](=O)[O-]","Nc1ccc([N+](=O)[O-])cc1Cl","NRB",0
"539","Cc1ccc(cc1Cl)[N+](=O)[O-]","Cc1ccc([N+](=O)[O-])cc1Cl","NRB",0
"540","Nc1ccc(cc1C#N)[N+](=O)[O-]","N#Cc1cc([N+](=O)[O-])ccc1N","NRB",0
"541","Nc1c(Cl)cc(cc1[N+](=O)[O-])[N+](=O)[O-]","Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-]","NRB",0
"542","Nc1ccc(Cl)cc1[N+](=O)[O-]","Nc1ccc(Cl)cc1[N+](=O)[O-]","NRB",0
"543","CCc1ccccc1[N+](=O)[O-]","CCc1ccccc1[N+](=O)[O-]","NRB",0
"546","Cc1ccccc1[N+](=O)[O-]","Cc1ccccc1[N+](=O)[O-]","NRB",0
"547","[O-][N+](=O)c1cccc(c1)[N+](=O)[O-]","O=[N+]([O-])c1cccc([N+](=O)[O-])c1","NRB",0
"548","[O-][N+](=O)c1ccccc1[N+](=O)[O-]","O=[N+]([O-])c1ccccc1[N+](=O)[O-]","NRB",0
"549","FC(F)(F)c1cc(Cl)ccc1N(=O)=O","O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F","NRB",0
"550","Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]","Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]","NRB",0
"551","Cc1cccc(c1C)[N+](=O)[O-]","Cc1cccc([N+](=O)[O-])c1C","NRB",0
"553","Nc1ccccc1[N+](=O)[O-]","Nc1ccccc1[N+](=O)[O-]","NRB",0
"554","Cc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]","Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1","NRB",0
"557","CCCCCCC(C)c1cc(cc(c1OC(=O)C=CC)[N+](=O)[O-])[N+](=O)[O-]","CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-]","NRB",0
"562","Cc1ccc(cc1)[N+](=O)[O-]","Cc1ccc([N+](=O)[O-])cc1","NRB",0
"563","Cc1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]","Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O","NRB",0
"566","CCC(C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]","CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O","NRB",0
"569","COc1ccccc1[N+](=O)[O-]","COc1ccccc1[N+](=O)[O-]","NRB",0
"571","Cc1cc(O)ccc1N(=O)=O","Cc1cc(O)ccc1[N+](=O)[O-]","NRB",0
"573","NCC=C","C=CCN","NRB",0
"577","OCC(O)COCC(O)CO","OCC(O)COCC(O)CO","NRB",0
"578","OCC=CCO","OCC=CCO","NRB",0
"579","CC(=O)OCC(CO)OC(=O)C","CC(=O)OCC(CO)OC(C)=O","RB",1
"580","OCC(O)COCC=C","C=CCOCC(O)CO","NRB",0
"581","OCC1CC2C3CC(CO)C(C3)C2C1","OCC1CC2C3CC(CO)C(C3)C2C1","NRB",0
"582","OCCS","OCCS","NRB",0
"584","Oc1ccncc1","Oc1ccncc1","RB",1
"585","Oc1ccccn1","Oc1ccccn1","RB",1
"589","CNc1ccc(cc1)C(=O)O","CNc1ccc(C(=O)O)cc1","NRB",0
"590","CNC(=O)Oc1cccc(C)c1","CNC(=O)Oc1cccc(C)c1","NRB",0
"591","CNc1ccccc1C(=O)O","CNc1ccccc1C(=O)O","RB",1
"594","COc1cc(ccc1N)[N+](=O)[O-]","COc1cc([N+](=O)[O-])ccc1N","NRB",0
"595","COc1ccc(cc1)N(=O)=O","COc1ccc([N+](=O)[O-])cc1","NRB",0
"599","O=CCCCC=O","O=CCCCC=O","NRB",0
"600","CC(C)C12CCC(C)(C=C1)C3C2C(=O)OC3=O","CC(C)C12C=CC(C)(CC1)C1C(=O)OC(=O)C12","NRB",0
"601","C\C(=C\1/C(=O)OC(=CC1=O)C)\O","CC1=CC(=O)C(=C(C)O)C(=O)O1","RB",1
"602","CCCCCCCCC=CCCCCCCCCC1CC(=O)OC1=O","CCCCCCCCC=CCCCCCCCCC1CC(=O)OC1=O","NRB",0
"603","Clc1ccc2C(=O)OC(=O)c3ccc(Cl)c1c23","O=C1OC(=O)c2ccc(Cl)c3c(Cl)ccc1c23","NRB",0
"606","OC(=O)c1ccc(cc1)C(=O)O","O=C(O)c1ccc(C(=O)O)cc1","RB",1
"610","Sc1nc2ccccc2[nH]1","Sc1nc2ccccc2[nH]1","NRB",0
"614","Cc1cccc(Cc2ccccc2)c1Cc3ccccc3","Cc1cccc(Cc2ccccc2)c1Cc1ccccc1","NRB",0
"615","CC(C)c1ccc(cc1)C(=O)O","CC(C)c1ccc(C(=O)O)cc1","RB",1
"616","Cc1ccccc1C(=O)O","Cc1ccccc1C(=O)O","RB",1
"617","ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl","ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl","NRB",0
"618","ClC(=C(Cl)Cl)Cl","ClC(Cl)=C(Cl)Cl","NRB",0
"619","CC(=NNC(=S)N)C","CC(C)=NNC(N)=S","NRB",0
"620","NC(=N)N[N+](=O)[O-]","N=C(N)N[N+](=O)[O-]","NRB",0
"621","CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC","CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC","NRB",0
"623","CCCOC(=O)c1ccc(nc1)C(=O)OCCC","CCCOC(=O)c1ccc(C(=O)OCCC)nc1","NRB",0
"624","CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC","CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC","RB",1
"625","CCCCOCCOCCOC(=O)C","CCCCOCCOCCOC(C)=O","RB",1
"626","CCCCCC1C(CC(=O)OC)CCC1=O","CCCCCC1C(=O)CCC1CC(=O)OC","RB",1
"628","CCOCCOCCOC(=O)C","CCOCCOCCOC(C)=O","RB",1
"629","CC(=O)OCC(COC(=O)C)OC(=O)C","CC(=O)OCC(COC(C)=O)OC(C)=O","RB",1
"630","COC(C)CCOC(=O)C","COC(C)CCOC(C)=O","RB",1
"631","CCCOC(=O)C","CCCOC(C)=O","RB",1
"632","CC(=C)C(=O)OCCOCCOC(=O)C(=C)C","C=C(C)C(=O)OCCOCCOC(=O)C(=C)C","RB",1
"633","CCOC(=O)CC(=O)C(=O)OCC","CCOC(=O)CC(=O)C(=O)OCC","RB",1
"634","CCCCC(CC)COC(=O)CS","CCCCC(CC)COC(=O)CS","NRB",0
"635","CCOCCOC(=O)C","CCOCCOC(C)=O","RB",1
"636","COCCOC(=O)C","COCCOC(C)=O","RB",1
"638","CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC","CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC","NRB",0
"640","CC(C)(C)CCCCCC(=O)OCC1CO1","CC(C)(C)CCCCCC(=O)OCC1CO1","NRB",0
"641","CCCCCCCCO[C@@H]1OC(CO)[C@@H](O)[C@H](O)[C@H]1O","CCCCCCCCOC1OC(CO)C(O)C(O)C1O","RB",1
"642","CC1CCCCC1OC(=O)C","CC(=O)OC1CCCCC1C","RB",1
"646","CCOP(=S)(S)OCC","CCOP(=S)(S)OCC","NRB",0
"650","Cc1ccc(OP(=O)(Oc2cc(C)cc(C)c2)Oc3cccc(C)c3C)c(C)c1","Cc1cc(C)cc(OP(=O)(Oc2ccc(C)cc2C)Oc2cccc(C)c2C)c1","NRB",0
"653","CC(Cl)(Cl)C(=O)O","CC(Cl)(Cl)C(=O)O","NRB",0
"654","OC(=O)C(Br)C(Br)C(=O)O","O=C(O)C(Br)C(Br)C(=O)O","NRB",0
"657","OC(=O)CN(CC(=O)O)CC(=O)O","O=C(O)CN(CC(=O)O)CC(=O)O","NRB",0
"658","CC(O)COCC(C)OCC(C)O","CC(O)COCC(C)OCC(C)O","NRB",0
"659","NCCCO","NCCCO","NRB",0
"662","O=C=NCCCCCCN=C=O","O=C=NCCCCCCN=C=O","NRB",0
"664","Clc1ccc(CC#N)cc1","N#CCc1ccc(Cl)cc1","NRB",0
"665","ClC(=O)c1ccc(Cl)cc1","O=C(Cl)c1ccc(Cl)cc1","NRB",0
"666","Clc1ccc(cc1Cl)c2ccccc2","Clc1ccc(-c2ccccc2)cc1Cl","NRB",0
"667","Clc1cccc(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl","Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1","NRB",0
"669","CC(=O)NCC1CCCCC1","CC(=O)NCC1CCCCC1","RB",1
"670","CC(=CCCC(=C)C=C)C","C=CC(=C)CCC=C(C)C","RB",1
"672","CC(O)C(=O)O","CC(O)C(=O)O","RB",1
"674","OCC(=O)O","O=C(O)CO","RB",1
"678","CC(O)COC(=O)C=C","C=CC(=O)OCC(C)O","RB",1
"679","CCC(CC)C(=O)O","CCC(CC)C(=O)O","RB",1
"680","CC(C)CC(=O)C","CC(=O)CC(C)C","RB",1
"681","CC(=O)CC(=O)C","CC(=O)CC(C)=O","RB",1
"682","CCC(C)OC(=O)C","CCC(C)OC(C)=O","RB",1
"684","CC(C)C(=O)C","CC(=O)C(C)C","RB",1
"685","CCOC(=O)N","CCOC(N)=O","NRB",0
"686","COc1ccccc1OCC(O)COC(=O)N","COc1ccccc1OCC(O)COC(N)=O","NRB",0
"687","CC(=C)C(=O)N","C=C(C)C(N)=O","NRB",0
"695","CC=CC(C)CC(C)CC(C)C","CC=CC(C)CC(C)CC(C)C","NRB",0
"697","CC(=CCCC(=O)C)C","CC(=O)CCC=C(C)C","RB",1
"699","Oc1ccccc1C=O","O=Cc1ccccc1O","NRB",0
"700","Oc1cccc2ccccc12","Oc1cccc2ccccc12","RB",1
"702","CC(=O)Oc1ccccc1C(=O)O","CC(=O)Oc1ccccc1C(=O)O","RB",1
"710","Cc1ccc(O)c(c1)n2nc3ccccc3n2","Cc1ccc(O)c(-n2nc3ccccc3n2)c1","NRB",0
"714","Cc1ccc(cc1O)N(=O)=O","Cc1ccc([N+](=O)[O-])cc1O","NRB",0
"715","Cc1ccc(O)cc1N(=O)=O","Cc1ccc(O)cc1[N+](=O)[O-]","NRB",0
"718","CCCCOCCN1C(=N)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O","CCCCOCCn1c(=N)c2c(N)c3c(=O)c4ccccc4c(=O)c3c(N)c2c1=O","NRB",0
"719","Nc1nc[nH]n1","Nc1nc[nH]n1","NRB",0
"720","Nc1nnn[nH]1","Nc1nnn[nH]1","NRB",0
"722","N=C(Nc1ccccc1)Nc2ccccc2","N=C(Nc1ccccc1)Nc1ccccc1","NRB",0
"724","Cc1ccccc1NC(=N)Nc2ccccc2C","Cc1ccccc1NC(=N)Nc1ccccc1C","NRB",0
"726","CC(C)C1CCc2ccccc2C1","CC(C)C1CCc2ccccc2C1","NRB",0
"735","Br\C=C\c1ccccc1","BrC=Cc1ccccc1","NRB",0
"736","C=Cc1ccc(C=C)cc1","C=Cc1ccc(C=C)cc1","NRB",0
"737","COc1ccccc1NC(=O)CC(=O)C","COc1ccccc1NC(=O)CC(C)=O","NRB",0
"740","CCCCCCCCCCCCCCCCCCCCCC(=O)N","CCCCCCCCCCCCCCCCCCCCCC(N)=O","NRB",0
"741","CCCCCCCCCCCCCCCC(=O)N","CCCCCCCCCCCCCCCC(N)=O","NRB",0
"744","CCCCCCCCC=CCCCCCCCC(=O)N","CCCCCCCCC=CCCCCCCCC(N)=O","NRB",0
"745","OC(=O)CCCCCCCCCCCCC(=O)O","O=C(O)CCCCCCCCCCCCC(=O)O","RB",1
"746","OC(=O)CCCCCCCCC(=O)O","O=C(O)CCCCCCCCC(=O)O","RB",1
"747","OC(=O)CCCCC(=O)O","O=C(O)CCCCC(=O)O","RB",1
"748","OC(=O)CCC(=O)O","O=C(O)CCC(=O)O","RB",1
"749","OC(=O)CCSCCC(=O)O","O=C(O)CCSCCC(=O)O","RB",1
"750","CCCCCCC(O)CCCCCCCCCCC(=O)O","CCCCCCC(O)CCCCCCCCCCC(=O)O","RB",1
"751","CCOC(=O)CCCCC(=O)O","CCOC(=O)CCCCC(=O)O","RB",1
"753","CCCCCCCCCCCCCCCCCCCCCC(=O)O","CCCCCCCCCCCCCCCCCCCCCC(=O)O","NRB",0
"754","CCCCCCCCCCCCCCCCCC(=O)O","CCCCCCCCCCCCCCCCCC(=O)O","RB",1
"756","CC(C)CCCCCCCCCCCCCCC(=O)O","CC(C)CCCCCCCCCCCCCCC(=O)O","RB",1
"759","NCC1CCC(CC1)C(=O)O","NCC1CCC(C(=O)O)CC1","NRB",0
"761","BrCC(=O)OCCOC(=O)CBr","O=C(CBr)OCCOC(=O)CBr","NRB",0
"762","CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O","CCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O","RB",1
"764","CCc1ccccc1","CCc1ccccc1","NRB",0
"765","COC(=O)C","COC(C)=O","RB",1
"766","CC(Cl)C(=O)O","CC(Cl)C(=O)O","RB",1
"767","CCOC(=O)\C=C(/Cl)\C(=O)OCC","CCOC(=O)C=C(Cl)C(=O)OCC","NRB",0
"768","CCOC(=O)C","CCOC(C)=O","RB",1
"769","Clc1ccc(c(Cl)c1)C(Cl)(Cl)Cl","Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1","NRB",0
"780","CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O","CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O","RB",1
"782","CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O","CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O","NRB",0
"783","CCCCCCCCCCCC(=O)N(C)CC(=O)O","CCCCCCCCCCCC(=O)N(C)CC(=O)O","RB",1
"784","CCN(Cc1cccc(c1)S(=O)(=O)[O-])c2ccc(cc2)C(=C3C=CC(=[N+](CC)Cc4cccc(c4)S(=O)(=O)O)C=C3)c5ccc(cc5)N(C)C","CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(N(C)C)cc2)cc1","NRB",0
"787","C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(C(O)C1O)N2C=CC(=NC2=O)N","C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O","RB",1
"790","c1cc[nH]c1","c1cc[nH]c1","RB",1
"792","c1ccc2[nH]nnc2c1","c1ccc2[nH]nnc2c1","NRB",0
"793","Cc1cc(Cl)ccc1OCC(=O)O","Cc1cc(Cl)ccc1OCC(=O)O","NRB",0
"795","Cc1ccc(cc1)C(=O)O","Cc1ccc(C(=O)O)cc1","RB",1
"796","NC(Cc1ccccc1)C(=O)O","NC(Cc1ccccc1)C(=O)O","RB",1
"797","NC(CC(=O)O)C(=O)O","NC(CC(=O)O)C(=O)O","RB",1
"798","N[C@@H](CCC(=O)O)C(=O)O","NC(CCC(=O)O)C(=O)O","RB",1
"799","Nc1ccc(cc1)C(=O)O","Nc1ccc(C(=O)O)cc1","RB",1
"801","NCC(=O)O","NCC(=O)O","RB",1
"803","NCCC(=O)O","NCCC(=O)O","RB",1
"804","NC(CCCNC(=N)N)C(=O)O","N=C(N)NCCCC(N)C(=O)O","RB",1
"806","CC(C)(N)CO","CC(C)(N)CO","NRB",0
"807","CNCC(=O)O","CNCC(=O)O","RB",1
"808","NC(=O)N","NC(N)=O","RB",1
"809","CC(=O)N","CC(N)=O","RB",1
"810","CC(=O)C","CC(C)=O","RB",1
"815","NN","NN","NRB",0
"816","CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC","CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC","RB",1
"817","CCCCC(CC)COC=C","C=COCC(CC)CCCC","NRB",0
"818","CCCCC(CC)CO","CCCCC(CC)CO","RB",1
"819","CCC\C=C(/CC)\C=O","CCCC=C(C=O)CC","RB",1
"820","CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1","CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1","NRB",0
"821","CCCCCCCC\C=C/CCCCCCCCN","CCCCCCCCC=CCCCCCCCCN","NRB",0
"822","CCCCCCc1ccc(cc1)c2ccc(cc2)C#N","CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1","NRB",0
"823","C1c2ccccc2c3ccccc13","c1ccc2c(c1)Cc1ccccc1-2","NRB",0
"824","c1ccc2cc3ccccc3cc2c1","c1ccc2cc3ccccc3cc2c1","NRB",0
"825","Cc1cccc2ccccc12","Cc1cccc2ccccc12","NRB",0
"826","CC(C)c1ccc2ccccc2c1","CC(C)c1ccc2ccccc2c1","NRB",0
"827","Clc1cccc2ccccc12","Clc1cccc2ccccc12","NRB",0
"828","c1ccc(cc1)c2ccccc2","c1ccc(-c2ccccc2)cc1","RB",1
"829","c1ccc(cc1)c2ccc(cc2)c3ccccc3","c1ccc(-c2ccc(-c3ccccc3)cc2)cc1","NRB",0
"830","C(c1ccccc1)c2ccccc2","c1ccc(Cc2ccccc2)cc1","NRB",0
"831","C1C=CCC2C=CCC12","C1=CCC2CC=CC2C1","NRB",0
"832","O=C1c2ccccc2c3cccc4cccc1c34","O=C1c2ccccc2-c2cccc3cccc1c23","NRB",0
"833","C1C=CC2C3CC(C=C3)C12","C1=CC2C3C=CC(C3)C2C1","NRB",0
"834","OC(=O)c1ccc2ccccc2c1","O=C(O)c1ccc2ccccc2c1","RB",1
"835","N(c1ccccc1)c2ccc3ccccc3c2","c1ccc(Nc2ccc3ccccc3c2)cc1","NRB",0
"836","N(c1ccccc1)c2cccc3ccccc23","c1ccc(Nc2cccc3ccccc23)cc1","NRB",0
"837","Cc1cccc(c1)c2ccccc2","Cc1cccc(-c2ccccc2)c1","NRB",0
"838","C1CCc2ccccc2C1","c1ccc2c(c1)CCCC2","NRB",0
"839","Brc1ccc(cc1)c2ccc(Br)cc2","Brc1ccc(-c2ccc(Br)cc2)cc1","NRB",0
"840","Brc1ccc(cc1)c2ccccc2","Brc1ccc(-c2ccccc2)cc1","RB",1
"841","ClC(c1ccccc1)(c2ccccc2)c3ccccc3","ClC(c1ccccc1)(c1ccccc1)c1ccccc1","NRB",0
"842","Brc1c(Br)c(Br)c(c(Br)c1Br)c2c(Br)c(Br)c(Br)c(Br)c2Br","Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br","NRB",0
"843","ClC(Cl)(Cl)C=O","O=CC(Cl)(Cl)Cl","NRB",0
"844","ClCC(Cl)(Cl)CCl","ClCC(Cl)(Cl)CCl","NRB",0
"845","ClC(Cl)C(Cl)C(Cl)Cl","ClC(Cl)C(Cl)C(Cl)Cl","NRB",0
"846","CN(C)C(=O)C","CC(=O)N(C)C","RB",1
"847","O=C1CNC(=O)N1","O=C1CNC(=O)N1","RB",1
"848","O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3","O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1","NRB",0
"849","CCC1(C(=O)NC(=O)NC1=O)c2ccccc2","CCC1(c2ccccc2)C(=O)NC(=O)NC1=O","NRB",0
"850","O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4","O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1","NRB",0
"851","O=C(Nc1ccc(Cc2ccc(NC(=O)N3CC3)cc2)cc1)N4CC4","O=C(Nc1ccc(Cc2ccc(NC(=O)N3CC3)cc2)cc1)N1CC1","NRB",0
"852","OS(=O)(=O)c1cccc(c1)S(=O)(=O)O","O=S(=O)(O)c1cccc(S(=O)(=O)O)c1","NRB",0
"853","OC(=O)c1cccc(c1)S(=O)(=O)O","O=C(O)c1cccc(S(=O)(=O)O)c1","NRB",0
"854","CC(C)c1ccc2c(ccc(c2c1)S(=O)(=O)O)C(C)C","CC(C)c1ccc2c(C(C)C)ccc(S(=O)(=O)O)c2c1","NRB",0
"855","Nc1cccc(c1)S(=O)(=O)O","Nc1cccc(S(=O)(=O)O)c1","NRB",0
"856","Nc1ccc(cc1)S(=O)(=O)O","Nc1ccc(S(=O)(=O)O)cc1","NRB",0
"857","CCCCCCCCCCCCc1cc(Oc2ccc(cc2)S(=O)(=O)O)cc(c1)S(=O)(=O)O","CCCCCCCCCCCCc1cc(Oc2ccc(S(=O)(=O)O)cc2)cc(S(=O)(=O)O)c1","NRB",0
"858","Nc1cccc2cccc(c12)S(=O)(=O)O","Nc1cccc2cccc(S(=O)(=O)O)c12","NRB",0
"859","CC(=O)Nc1ccc(cc1)S(=O)(=O)O","CC(=O)Nc1ccc(S(=O)(=O)O)cc1","NRB",0
"860","CCCCc1ccc2ccc(cc2c1)S(=O)(=O)O","CCCCc1ccc2ccc(S(=O)(=O)O)cc2c1","NRB",0
"862","OS(=O)(=O)c1ccc(cc1)N(=O)=O","O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1","NRB",0
"864","OS(=O)(=O)CC=C","C=CCS(=O)(=O)O","NRB",0
"865","ClS(=O)(=O)Cc1ccccc1","O=S(=O)(Cl)Cc1ccccc1","RB",1
"866","C1CC2OC2CC1C3CO3","C1CC2OC2CC1C1CO1","NRB",0
"867","C1OC1c2ccccc2","c1ccc(C2CO2)cc1","RB",1
